,eventid,iyear,imonth,iday,crit1,crit2,crit3,city,vicinity,latitude,longitude,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,success,suicide,targtype1,targtype1_txt,corp1,gname,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,nkill,nkillter,nwound,nwoundte,property,propextent,propextent_txt,propvalue,ishostkid,nhostkid,ransomamt,ransompaid,nreleased
1232,197704170001,1977,4,17.0,1,1,1,Sonoma,0,38.291877,-122.457245,3,Bombing/Explosion,,,,,1,0,21,Utilities,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1233,197704260001,1977,4,26.0,1,1,1,Hillsborough,0,37.574923,-122.371025,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1234,197705010002,1977,5,1.0,1,1,1,Salinas,0,36.67088,-121.65481899999999,2,Armed Assault,,,,,1,0,6,Airports & Aircraft,,Environmental Life Force,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1235,197705010004,1977,5,1.0,1,1,1,Burlington,0,44.47592,-73.213234,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),100000.0,0.0,,,,
1236,197705120002,1977,5,12.0,1,1,1,Bellevue,0,47.61002,-122.187549,3,Bombing/Explosion,,,,,0,0,1,Business,,George Jackson Brigade,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1237,197705120003,1977,5,12.0,1,1,1,Redmond,0,47.674085999999996,-122.12140900000001,3,Bombing/Explosion,,,,,1,0,1,Business,,George Jackson Brigade,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1238,197705160006,1977,5,16.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,2,Government (General),,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,4.0,,,0.0,,,,
1239,197705210003,1977,5,21.0,1,0,1,Bellevue,0,47.581035,-122.076761,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Newport Hills state liquor store,George Jackson Brigade,0,,,1.0,10.0,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),1300.0,0.0,,,,
1240,197705250002,1977,5,25.0,1,1,1,Fort Lauderdale,0,26.12367,-80.143564,3,Bombing/Explosion,,,,,1,0,1,Business,,Luis Boitel Commandos,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1241,197705260001,1977,5,26.0,1,0,1,New York City,0,40.844782,-73.864827,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,House O'Weenies,May 19 Communist Order,0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
1242,197705270001,1977,5,27.0,1,1,1,Fort Lauderdale,0,26.12367,-80.143564,3,Bombing/Explosion,,,,,1,0,6,Airports & Aircraft,,Luis Boitel Commandos,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1243,197706040010,1977,6,4.0,1,1,1,Chicago,0,41.88415,-87.632409,3,Bombing/Explosion,,,,,1,0,2,Government (General),,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1244,197706070002,1977,6,7.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Gay Liberation Front,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1245,197706070004,1977,6,7.0,1,1,1,New York City,0,40.712784,-74.005941,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Chase Manhattan Bank,Jewish Armed Resistance,0,,,,,,0.0,,0.0,,1.0,4.0,,,0.0,,,,
1246,197706140016,1977,6,14.0,1,1,1,New York City,0,40.712784,-74.005941,2,Armed Assault,,,,,1,0,7,Government (Diplomatic),,Croatian Nationalists,0,3.0,,,,,0.0,,1.0,,1.0,,,,1.0,,,,
1247,197706140017,1977,6,14.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,7,Government (Diplomatic),,Omega-7,0,,,,,,0.0,,0.0,,1.0,4.0,,,0.0,,,,
1248,197706200009,1977,6,20.0,1,0,1,Bellevue,0,47.576269,-122.187549,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,Rainier National Bank,George Jackson Brigade,0,,,1.0,10.0,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),4200.0,0.0,,,,
1249,197706250003,1977,6,25.0,1,1,1,Pittsburgh,0,40.438334999999995,-79.99745899999999,1,Assassination,,,,,0,0,14,Private Citizens & Property,Croatian Fraternal Union,Croatian Nationalists,0,,,,,,0.0,,1.0,,0.0,,,,0.0,,,,
1250,197707040003,1977,7,4.0,1,1,1,Olympia,0,47.039225,-122.891429,3,Bombing/Explosion,,,,,0,0,1,Business,,George Jackson Brigade,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1251,197707140008,1977,7,14.0,1,1,1,San Jose,0,37.338475,-121.88579399999999,3,Bombing/Explosion,,,,,1,0,1,Business,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1252,197707250002,1977,7,25.0,1,1,1,Rockville,0,39.081665,-77.15124,1,Assassination,,,,,1,0,14,Private Citizens & Property,American Israel Public Affairs Comm.,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,50000.0,,
1253,197707270003,1977,7,27.0,1,1,1,Cordelia,0,38.210293,-122.132103,3,Bombing/Explosion,,,,,0,0,1,Business,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1254,197707290010,1977,7,29.0,1,1,1,Chattanooga,0,35.046440000000004,-85.309464,3,Bombing/Explosion,,,,,1,0,15,Religious Figures/Institutions,Beth Shalom synagogue,White extremists,1,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
1255,197708010003,1977,8,1.0,1,1,1,Oregon City,0,45.336518,-122.59278400000001,3,Bombing/Explosion,,,,,0,0,1,Business,,Environmental Life Force,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1256,197708030006,1977,8,3.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,1.0,,7.0,,1.0,,,,0.0,,,,
1257,197708030007,1977,8,3.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,,,,,1.0,,,,0.0,,,,
1258,197708030009,1977,8,3.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,2,Government (General),,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,,,,,1.0,4.0,,,0.0,,,,
1259,197708060022,1977,8,6.0,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,1,0,10,Journalists & Media,Anti-Castro Newspaper,Fuerzas Armadas de Liberacion Nacional (FALN),0,,0.0,1.0,3.0,Call (pre-incident),0.0,0.0,0.0,0.0,,,,,0.0,,,,
1260,197708080001,1977,8,8.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,0,0,1,Business,,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1261,197708140002,1977,8,14.0,1,1,1,New York City,0,40.712784,-74.005941,2,Armed Assault,,,,,1,0,14,Private Citizens & Property,,Jewish Armed Resistance,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),3000.0,0.0,,,,
1262,197708140003,1977,8,14.0,1,1,1,Miami,0,25.764367,-80.20152900000001,3,Bombing/Explosion,,,,,1,0,6,Airports & Aircraft,,Luis Boitel Commandos,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1263,197708150003,1977,8,15.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,7,Facility/Infrastructure Attack,,,,,1,0,7,Government (Diplomatic),Yugoslavian Consulate,,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),20000.0,0.0,,,,
1264,197708170001,1977,8,17.0,1,1,1,Auburn,0,38.896205,-121.078869,3,Bombing/Explosion,,,,,1,0,1,Business,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1265,197708170002,1977,8,17.0,1,1,1,Nevada City,0,39.262716,-121.019149,3,Bombing/Explosion,,,,,0,0,1,Business,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1266,197708180006,1977,8,18.0,1,1,1,Omaha,0,41.260675,-95.940469,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),35000.0,0.0,,,,
1267,197708230006,1977,8,23.0,1,1,1,Hollister,0,36.852534999999996,-121.403259,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1268,197708240006,1977,8,24.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1269,197708280009,1977,8,28.0,1,1,1,New York City,0,40.712784,-74.005941,2,Armed Assault,,,,,1,0,14,Private Citizens & Property,,Jewish Defense League (JDL),0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),3000.0,0.0,,,,
1270,197708290002,1977,8,29.0,1,1,1,Sausalito,0,37.859245,-122.48858899999999,3,Bombing/Explosion,,,,,1,0,21,Utilities,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1271,197709010004,1977,9,1.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,0,0,14,Private Citizens & Property,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1272,197709020003,1977,9,2.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1273,197709070004,1977,9,7.0,1,1,1,Washington,0,38.890370000000004,-77.031959,3,Bombing/Explosion,,,,,1,0,1,Business,,Luis Boitel Commandos,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),25000.0,0.0,,,,
1274,197709070005,1977,9,7.0,1,1,1,Washington,0,38.890370000000004,-77.031959,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,,Luis Boitel Commandos,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1275,197709090001,1977,9,9.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1276,197709150003,1977,9,15.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,20,,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1277,197709190008,1977,9,19.0,1,1,1,Miami,0,25.764367,-80.20152900000001,3,Bombing/Explosion,,,,,1,0,1,Business,,Luis Boitel Commandos,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1278,197709190009,1977,9,19.0,1,1,1,Miami,0,25.764367,-80.20152900000001,3,Bombing/Explosion,,,,,1,0,1,Business,,Luis Boitel Commandos,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1279,197709190010,1977,9,19.0,1,1,1,Miami,0,25.764367,-80.20152900000001,3,Bombing/Explosion,,,,,1,0,1,Business,,Luis Boitel Commandos,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1280,197709190011,1977,9,19.0,1,1,1,Miami,0,25.764367,-80.20152900000001,3,Bombing/Explosion,,,,,1,0,1,Business,,Luis Boitel Commandos,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1281,197710020004,1977,10,2.0,1,1,1,Atherton,0,37.462488,-122.197799,7,Facility/Infrastructure Attack,,,,,1,0,14,Private Citizens & Property,,Gay Liberation Front,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1282,197710030012,1977,10,3.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,1,Assassination,,,,,1,0,14,Private Citizens & Property,,Armenian Secret Army for the Liberation of Armenia,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1283,197710060002,1977,10,6.0,1,1,1,Seattle,0,47.603559999999995,-122.329439,7,Facility/Infrastructure Attack,,,,,0,0,1,Business,Car dealership in Seattle area,George Jackson Brigade,0,4.0,4.0,1.0,10.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
1284,197710080009,1977,10,8.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,3,Bombing/Explosion,,,,,1,0,15,Religious Figures/Institutions,liberal Jewish temple,Jewish Armed Resistance,0,,,1.0,1.0,Letter,0.0,0.0,0.0,0.0,,,,,,,,,
1285,197710080010,1977,10,8.0,1,1,1,Richmond Heights,0,38.628135,-90.319909,2,Armed Assault,,,,,1,0,14,Private Citizens & Property,Jewish people at Brith Shalom Kneseth Israel Congregation,White extremists,1,1.0,1.0,0.0,,,1.0,0.0,2.0,0.0,0.0,,,,0.0,,,,
1286,197710100003,1977,10,10.0,1,1,1,Rainier,0,46.089245,-122.936504,3,Bombing/Explosion,,,,,1,0,21,Utilities,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1287,197710110006,1977,10,11.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1288,197710110007,1977,10,11.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,2,Government (General),,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1289,197710110008,1977,10,11.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1290,197710110009,1977,10,11.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,0,0,1,Business,,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1291,197710110010,1977,10,11.0,1,1,1,Puerto Nuevo,0,18.486145999999998,-66.411484,3,Bombing/Explosion,,,,,1,0,1,Business,,Revolutionary Commandos of the People (CRP),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1292,197710110011,1977,10,11.0,1,1,1,Puerto Nuevo,0,18.486145999999998,-66.411484,3,Bombing/Explosion,,,,,1,0,1,Business,,Revolutionary Commandos of the People (CRP),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1293,197710110013,1977,10,11.0,1,1,1,Chicago,0,41.88415,-87.632409,3,Bombing/Explosion,,,,,0,0,2,Government (General),,Revolutionary Commandos of the People (CRP),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1294,197710120009,1977,10,12.0,1,1,1,Cupertino,0,37.322359999999996,-122.032133,3,Bombing/Explosion,,,,,1,0,21,Utilities,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1295,197710130009,1977,10,13.0,1,1,1,Seattle,0,47.603559999999995,-122.329439,3,Bombing/Explosion,,,,,1,0,1,Business,,George Jackson Brigade,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1296,197710150005,1977,10,15.0,1,1,1,Burien,0,47.468625,-122.340364,3,Bombing/Explosion,,,,,1,0,1,Business,,George Jackson Brigade,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1297,197710150007,1977,10,15.0,1,1,1,Chicago,0,41.88415,-87.632409,3,Bombing/Explosion,,,,,0,0,4,Military,National Guard,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1298,197710190018,1977,10,19.0,1,0,1,Mount Vernon,0,40.912456,-73.83827600000001,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,Citibank,May 19 Communist Order,0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),13800.0,0.0,,,,
1299,197710200003,1977,10,20.0,1,1,1,New York City,0,40.712784,-74.005941,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Universal Proutist Revolutionary Federation,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1300,197711000005,1977,11,,1,1,1,Cincinnati,0,39.103175,-84.511981,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,Planned Parenthood,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),4000.0,0.0,,,,
1301,197711010003,1977,11,1.0,1,1,1,Bellevue,0,47.61002,-122.187549,3,Bombing/Explosion,,,,,1,0,1,Business,,George Jackson Brigade,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1302,197711020003,1977,11,2.0,1,1,1,Seattle,0,47.590315999999994,-122.329229,3,Bombing/Explosion,,,,,0,0,1,Business,Diebold Company,George Jackson Brigade,0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
1303,197711100005,1977,11,10.0,1,1,1,Rodeo,0,38.031284,-122.266668,3,Bombing/Explosion,,,,,1,0,21,Utilities,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1304,197711150002,1977,11,15.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,0,0,1,Business,,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1305,197711150003,1977,11,15.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,0,0,1,Business,Iran Air,,0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
1306,197711210002,1977,11,21.0,1,1,1,New York City,0,40.712784,-74.005941,7,Facility/Infrastructure Attack,,,,,0,0,1,Business,,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1307,197711290003,1977,11,29.0,1,1,1,Washington,0,38.890370000000004,-77.031959,2,Armed Assault,,,,,1,0,7,Government (Diplomatic),Indian Embassy,Universal Proutist Revolutionary Federation,0,1.0,,,,,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,,
1308,197712200002,1977,12,20.0,1,1,1,Union City,0,40.779546,-74.023751,3,Bombing/Explosion,,,,,0,0,1,Business,,Omega-7,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1309,197712200003,1977,12,20.0,1,1,1,Elizabeth,0,40.663517,-74.211467,3,Bombing/Explosion,,,,,1,0,1,Business,,Omega-7,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1310,197712230002,1977,12,23.0,1,1,1,Renton,0,47.475237,-122.204986,3,Bombing/Explosion,,,,,1,0,21,Utilities,,George Jackson Brigade,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1311,197712230012,1977,12,23.0,1,1,1,Miami,0,25.764367,-80.20152900000001,3,Bombing/Explosion,,,,,1,0,6,Airports & Aircraft,,Anti-Castro Command,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1312,197712240005,1977,12,24.0,1,1,1,Kent,0,47.380285,-122.23741899999999,3,Bombing/Explosion,,,,,1,0,19,Transportation,,George Jackson Brigade,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),2000.0,0.0,,,,
1313,197712260004,1977,12,26.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,7,Government (Diplomatic),,Omega-7,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1314,197712290006,1977,12,29.0,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,0,0,7,Government (Diplomatic),,Coordination of the United Revolutionary Organization (CORU),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1315,197801080005,1978,1,8.0,1,1,1,Columbus,0,39.96196,-83.002984,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),200000.0,0.0,,,,
1316,197801140007,1978,1,14.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,7,Government (Diplomatic),,Anti Shah of Iran,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1317,197801190006,1978,1,19.0,1,1,1,Villamar,0,18.462142999999998,-66.279423,3,Bombing/Explosion,,,,,1,0,9,Food or Water Supply,Water Resources Authority,Puerto Rican Nationalists,0,,,0.0,,,,,,,1.0,3.0,Minor (likely < $1 million),,,,,,
1318,197801190007,1978,1,19.0,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,1,0,9,Food or Water Supply,Water Resources Authority,Puerto Rican Nationalists,0,,,0.0,,,,,,,1.0,3.0,Minor (likely < $1 million),,,,,,
1319,197801190008,1978,1,19.0,1,1,1,Seboruco,0,18.01802,-66.72128599999999,3,Bombing/Explosion,,,,,1,0,9,Food or Water Supply,Water Resources Authority,Puerto Rican Nationalists,0,,,0.0,,,,,,,1.0,3.0,Minor (likely < $1 million),,,,,,
1320,197801310001,1978,1,31.0,1,1,1,New York City,0,40.736778,-73.984472,3,Bombing/Explosion,,,,,1,0,1,Business,Consolidated Edison Offices,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,1.0,2.0,Call (post-incident),0.0,0.0,1.0,0.0,1.0,3.0,Minor (likely < $1 million),,,,,,
1321,197801310002,1978,1,31.0,1,1,1,New York City,0,40.736778,-73.984472,3,Bombing/Explosion,,,,,1,0,3,Police,New York Police,Fuerzas Armadas de Liberacion Nacional (FALN),0,,,1.0,2.0,Call (post-incident),0.0,0.0,0.0,0.0,0.0,,,,,,,,
1322,197802000006,1978,2,,1,1,1,Cincinnati,0,39.103175,-84.511981,3,Bombing/Explosion,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),3000.0,0.0,,,,
1323,197802050001,1978,2,5.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,7,Government (Diplomatic),,Latin America Anti-Communist Army (LAACA),0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),150.0,0.0,,,,
1324,197802080006,1978,2,8.0,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,1,0,1,Business,Chase Manhattan,Revolutionary Commandos of the People (CRP),0,,,1.0,2.0,Call (post-incident),0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,,,,,
1325,197802150002,1978,2,15.0,1,1,1,Bethesda,0,38.98637,-77.096919,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Jewish Committee of Concern,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),250.0,0.0,,,,
1326,197802150005,1978,2,15.0,1,1,1,Fairbanks,1,64.837778,-147.716389,3,Bombing/Explosion,,,,,1,0,21,Utilities,Alaska Oil Pipeline,Anti-Castro Group,0,,,,,,0.0,0.0,0.0,0.0,1.0,,,,0.0,,,,
1327,197802160012,1978,2,16.0,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,1,0,1,Business,F.W. Woolworth Company,Puerto Rican Nationalists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,,,,,
1328,197802160013,1978,2,16.0,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,1,0,1,Business,Barker's Department store,Puerto Rican Nationalists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,,,,,
1329,197802180009,1978,2,18.0,1,1,1,Cleveland,0,41.504365,-81.69045899999999,7,Facility/Infrastructure Attack,2.0,Armed Assault,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,3.0,Minor (likely < $1 million),100000.0,0.0,,,,
1330,197802210006,1978,2,21.0,1,1,1,Arlington,0,38.880777,-77.108273,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Jewish Committee of Concern,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),300.0,0.0,,,,
1331,197802260009,1978,2,26.0,1,1,1,Miami,0,25.764367,-80.20152900000001,3,Bombing/Explosion,,,,,1,0,1,Business,Marco Polo Hotel,Coordination of the United Revolutionary Organization (CORU),0,,,,,,,,,,1.0,,,,0.0,,,,
1332,197803010017,1978,3,1.0,1,1,1,Akron,0,41.084195,-81.514059,7,Facility/Infrastructure Attack,,,,,1,0,5,Abortion Related,,Anti-Abortion extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
1333,197803040005,1978,3,4.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,7,Facility/Infrastructure Attack,,,,,1,0,7,Government (Diplomatic),,Croatian Nationalists,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),2000.0,0.0,,,,
1334,197803060002,1978,3,6.0,1,1,1,Lawrenceville,0,33.952465000000004,-83.987994,1,Assassination,,,,,0,0,14,Private Citizens & Property,,White extremists,1,1.0,1.0,0.0,,,0.0,0.0,2.0,0.0,0.0,,,,0.0,,,,
1335,197803140001,1978,3,14.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,21,Utilities,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1336,197803220002,1978,3,22.0,1,1,1,Denver,0,39.74001,-104.992259,3,Bombing/Explosion,,,,,1,0,12,NGO,,New World Liberation Front (NWLF),0,,,,,,1.0,,0.0,,1.0,,,,0.0,,,,
1337,197803270004,1978,3,27.0,1,1,1,Pelham Manor,0,40.895354,-73.806984,2,Armed Assault,,,,,0,0,7,Government (Diplomatic),,Jewish Committee of Concern,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
1338,197804110004,1978,4,11.0,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,1,0,4,Military,U.S. Coast Guard,Revolutionary Commandos of the People (CRP),0,,,,,,,,,,,,,,,,,,
1339,197804140005,1978,4,14.0,1,1,1,Bayamon,0,18.369196,-66.16596700000001,3,Bombing/Explosion,,,,,0,0,4,Military,U.S. Coast Guard,Front for the National Liberation of Puerto Rico,0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
